review_id,original_text,cleaned_text,sentiment,aspects_str,issue_aspects_str,aspect_polarities_str,label
40426507086345,"খুবই ভালো লেগেছে ...সাউন্ড কোয়ালিটি খুবই ভালো
চাজ ভালো টিকে। সবাই নিতে পারেন",খুবই ভালো লেগেছে সাউন্ড কোয়ালিটি খুবই ভালো চাজ ভালো টিকে সবাই নিতে পারেন,Positive,Product Quality,,product_quality_positive,product_quality_positive
40162144686345,সত্যি ভাই  অনেক ভালো। একবার চার্জ দিলেও প্রায় চার পাঁচ ঘন্টা থাকে,সত্যি ভাই ভালো একবার চার্জ দিলেও প্রায় চার পাঁচ ঘন্টা,Positive,Product Quality,,product_quality_positive,product_quality_positive
41816942586345,"যেমনটা চেয়েছি, তােমনটাই খুবই ভালো👌👌👌👌👌",যেমনটা চেয়েছি তােমনটাই খুবই ভালো,Positive,Product Quality,,product_quality_positive,product_quality_positive
41365181786345,এটার কোয়ালিটি ভালো কিন্তু দুইটা ইয়ারবাট বেশিক্ষণ চাষ টিকে না এম ১০ এবং এম ২৮ এগুলা অনেক চার্জ টিকে,এটার কোয়ালিটি ভালো দুইটা ইয়ারবাট বেশিক্ষণ চাষ টিকে এম ১০ এম ২৮ এগুলা চার্জ টিকে,Positive,Product Quality,,product_quality_positive,product_quality_positive
40547648386345,"প্রডাক্ট কোয়ালিটি ভালো ছিলো,
সাউন্ডটা কানে লাগেনা।অনেক স্মুথ সাউন্ড,
তবে সাউন্ডটা আর একটু বেশি হইলে ভালো হইতো",প্রডাক্ট কোয়ালিটি ভালো ছিলো সাউন্ডটা কানে লাগেনা স্মুথ সাউন্ড সাউন্ডটা হইলে ভালো হইতো,Positive,Product Quality,,product_quality_positive,product_quality_positive
48547333386345,ভালো তবে সাইজে কিছুটা বড়।আমার কানে ব্যথা করে।চার্জ কম থাকে,ভালো সাইজে কিছুটা বড় কানে ব্যথা চার্জ,Positive,Product Quality,,product_quality_positive,product_quality_positive
54918401686345,এই প্রথম আমি দারাজ এর কাছে এত খারাপ একটি প্রোডাক্ট পেলাম। যেটি আমি কল্পনাও করিনি। এজন্য দারাজের প্রতি আমার বিশ্বাস অনেকটাই কমে গেল। ইয়ারফোনে চার্জ হয় না। আমি দুই ঘন্টা চার্জে দিয়ে রাখছি কিন্তু তাও ডিসপ্লেতে কিছু আসে না,প্রথম আমি দারাজ এর কাছে এত খারাপ প্রোডাক্ট পেলাম যেটি আমি কল্পনাও করিনি এজন্য দারাজের বিশ্বাস অনেকটাই কমে ইয়ারফোনে চার্জ হয় আমি দুই ঘন্টা চার্জে দিয়ে রাখছি তাও ডিসপ্লেতে আসে,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
48623090686345,"ব্যাটারী ব্যাকাপ যতটুকু ভেবেছি তা পায়নি এছাড়া মুল বক্সের ব্যাটারী ৪০% আসলে একটু পরে ০% হয়ে যায়।আমারটা পুরাই কপি,  ফালতু একটা জিনিস। অন্যদের না নেওয়ার পরামর্শ থাকবে।",ব্যাটারী ব্যাকাপ যতটুকু ভেবেছি পায়নি এছাড়া মুল বক্সের ব্যাটারী ৪০ আসলে ০ হয়ে যায় আমারটা পুরাই কপি ফালতু একটা জিনিস অন্যদের নেওয়ার পরামর্শ,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
48533458086345,দাম অনুযায়ী হিসেব করলেও সাউন্ড কোয়ালিটি অনেক খারাপ। এক পাশে কম শোনা যায়।,দাম অনুযায়ী হিসেব করলেও সাউন্ড কোয়ালিটি খারাপ এক পাশে শোনা যায়,Negative,Price;Product Quality,Price;Product Quality,price_negative;product_quality_negative,price_negative#product_quality_negative
48108169486345,"জিনিসটা হাতে পাওয়ার পর থেকে দুনিয়ার সমস্যা। 
কানেক্টিং দেখায় কিছু হেডফোনে শব্দ শুনা যায়না।
একদম ফালতু প্রোডাক্ট পড়েছে আমারটা",জিনিসটা হাতে পাওয়ার দুনিয়ার সমস্যা কানেক্টিং দেখায় হেডফোনে শব্দ শুনা যায়না একদম ফালতু প্রোডাক্ট পড়েছে আমারটা,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
48236725086345,"প্রাডাক্ট এর কোয়ালিটি খুবই ভালো 😊 
কিন্তু  সমস্যা হল চার্জ থাকেনা সর্বোচ্চ ২ ঘণ্টা থাকে 😑",প্রাডাক্ট এর কোয়ালিটি খুবই ভালো সমস্যা হল চার্জ থাকেনা সর্বোচ্চ ২ ঘণ্টা,Positive,Product Quality,,product_quality_positive,product_quality_positive
48734621986345,"এক দম ভুকা মাল চলেনা ভাই 
আর চারেজ থাকেনা ভাই এক বার চারেজ দেওয়া জাই ভাই",এক দম ভুকা মাল চলেনা ভাই চারেজ থাকেনা ভাই এক চারেজ দেওয়া জাই ভাই,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
48782383886345,আলহামদুলিল্লাহ খুবই ভালো একটি প্রোডাক্ট কম টাকার ভিতরে,আলহামদুলিল্লাহ খুবই ভালো প্রোডাক্ট টাকার ভিতরে,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
48721156986345,বাজে একটা প্রোডাক্ট নিছিলাম দুইদিনও চলতে পারিনি,বাজে একটা প্রোডাক্ট নিছিলাম দুইদিনও চলতে পারিনি,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
48151335186345,বেশি একটা ভালো না ভিট নাই তাই 🙄🙄,একটা ভালো ভিট নাই তাই,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
45546006591610,"দাম হিসাবে ভালোই আমার লেগেছে ৩৩০ টাকা মোট মিলিয়ে আর আমি এর থেকে ভালো কোয়ালিটির টা ব্যবহার করি এটা আমি আমার আপুর জন্য আনাইছি এই দামে বলতে গেলে এটা ভালো এখন দেখা যাক এটা কতদিন ব্যবহার যোগ্য বা কতদিন টিকে, 🥀🖤",দাম হিসাবে ভালোই লেগেছে ৩৩০ টাকা মোট মিলিয়ে আমি এর ভালো কোয়ালিটির টা ব্যবহার করি এটা আমি আপুর আনাইছি দামে বলতে এটা ভালো দেখা যাক এটা কতদিন ব্যবহার যোগ্য কতদিন টিকে,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
44907336891610,"অসাধারণ একটি প্রোডাক্ট। হাই পাওয়ার ব্যাস এন্ড চার্জ কোয়ালিটি। এত কম টাকায় এত সুন্দর জিনিস কল্পনাতীত।  মাইক্রো স্পিকারটাও ভাল কাজ করে, সেলারের ব্যাবহার ভাল। কেউ যদি নিতে চান টেনসন ফ্রী অরডার করতে পারেন।",অসাধারণ প্রোডাক্ট হাই পাওয়ার ব্যাস এন্ড চার্জ কোয়ালিটি এত টাকায় এত সুন্দর জিনিস কল্পনাতীত মাইক্রো স্পিকারটাও ভাল কাজ সেলারের ব্যাবহার ভাল কেউ যদি নিতে চান টেনসন ফ্রী অরডার করতে পারেন,Positive,Price;Product Quality;Seller Service,,seller_service_positive;price_positive;product_quality_positive,seller_service_positive#price_positive#product_quality_positive
45207279691610,"১ সপ্তাহ ব্যবহার করে বলছি,,জিনিসটা সত্যিই অসাধারন,,আপনারা চাইলে নিতে পারেন",১ সপ্তাহ ব্যবহার বলছি জিনিসটা সত্যিই অসাধারন আপনারা চাইলে নিতে পারেন,Positive,Product Quality,,product_quality_positive,product_quality_positive
43617686791610,ধন্যবাদ দারাজ কোম্পানিকে এত তাড়াতাড়ি ডেলিভারি দেয়ার জন্য সময় মত হাতে পেয়েছি তিন দিনের মধ্যে ধন্যবাদ সেলার কে এত তাড়াতাড়ি পাঠানোর জন্য 😊🙂🥰😌 সবাই কিনতে পারেন প্রোডাক্টটি অনেক ভালো 💙😌,ধন্যবাদ দারাজ কোম্পানিকে এত তাড়াতাড়ি ডেলিভারি দেয়ার সময় হাতে পেয়েছি তিন দিনের মধ্যে ধন্যবাদ সেলার এত তাড়াতাড়ি পাঠানোর সবাই কিনতে পারেন প্রোডাক্টটি ভালো,Positive,Delivery;Product Quality,,delivery_positive;product_quality_positive,delivery_positive#product_quality_positive
49039017391610,"জ্বী আলহামদুলিল্লাহ ! প্রোডাক্টটি ভাল ছিল। ১০ এর ভিতর ৯ পয়েন্ট ৯ দিলাম, প্রাইস অনুযায়ী। ওভার অল ওকে।",জ্বী আলহামদুলিল্লাহ প্রোডাক্টটি ভাল ১০ এর ভিতর ৯ পয়েন্ট ৯ দিলাম প্রাইস অনুযায়ী ওভার অল ওকে,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
48686436991610,"কম দামের মধ্যে খুবই ভালো একটা প্রোডাক্ট। সাউন্ড কোয়ালিটি ভালো। সবকিছু মিলিয়ে আমার ভালো লাগছে।
আপনারা চাইলে নিতে পারেন। আর প্যাকেজিং টা ও ভালো ছিল। ডেলিভারি টা খুব দ্রুত হয়েছে 4 দিনের মধ্যেই পেয়েছি।
দারাজ কে ধন্যবাদ।",দামের মধ্যে খুবই ভালো একটা প্রোডাক্ট সাউন্ড কোয়ালিটি ভালো সবকিছু মিলিয়ে ভালো লাগছে আপনারা চাইলে নিতে পারেন প্যাকেজিং টা ও ভালো ডেলিভারি টা খুব দ্রুত হয়েছে 4 দিনের মধ্যেই পেয়েছি দারাজ ধন্যবাদ,Positive,Delivery;Packaging;Price;Product Quality,,delivery_positive;packaging_positive;price_positive;product_quality_positive,delivery_positive#packaging_positive#price_positive#product_quality_positive
48962747791610,বেশি ভালো বলবো নাহ তবে দামের কথা চিন্তা করলে  অনেকটা ভালো আপনারা চাইলে নিতে পারেন,ভালো বলবো নাহ দামের কথা চিন্তা করলে অনেকটা ভালো আপনারা চাইলে নিতে পারেন,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
48239342291610,প্রোডাক্টটি অনেক ভালো সেলার ভাই অনেক ভাল আমি ৮ তারিখ আমাকে ১০ তারিখের মধ্যে দিয়ে দিয়েছে দারাজ কে অনেক ধন্যবাদ চাইলে আপনারা নিতে পারেন অনেক ভালো একটি প্রোডাক্ট,প্রোডাক্টটি ভালো সেলার ভাই ভাল আমি ৮ তারিখ ১০ তারিখের মধ্যে দিয়ে দিয়েছে দারাজ ধন্যবাদ চাইলে আপনারা নিতে পারেন ভালো প্রোডাক্ট,Positive,Delivery;Product Quality,,delivery_positive;product_quality_positive,delivery_positive#product_quality_positive
49382178891610,"এতোটা ভালো হবে কখনোই আশা
 করিনি দামে কম মানে ভালো ❤️",এতোটা ভালো কখনোই আশা করিনি দামে মানে ভালো,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
44965593091610,"প্রোডাক্ট এর মান ভালো.... কিন্তু প্যাকেজিং এমন বাজে কেন ভাই?🙂
ডেলিভারি ও অনেক দেরি করে।
প্যাকেজ দেখে মনে হচ্ছে উপর দিয়ে ট্রাক চালাইছে🐸
প্যাকেজিং আর সার্ভিস ভালো হয়নি তবে এয়ারবাডস টা মোটামুটি ভালো।
শুধু মাঝে মধ্যে একাই ডিসকানেকটেড হয়ে যায় কোনো কারণ ছাড়া।
দাম হিসাব করলে ঠিকই আছে। 🎧🥲",প্রোডাক্ট এর মান ভালো প্যাকেজিং বাজে ভাই ডেলিভারি ও দেরি প্যাকেজ দেখে মনে উপর দিয়ে ট্রাক চালাইছে প্যাকেজিং সার্ভিস ভালো হয়নি এয়ারবাডস টা মোটামুটি ভালো শুধু মাঝে মধ্যে একাই ডিসকানেকটেড হয়ে যায় ছাড়া দাম হিসাব করলে ঠিকই,Neutral,Delivery;Packaging;Price;Product Quality,Delivery;Packaging,delivery_negative;packaging_negative;price_positive;product_quality_positive,delivery_negative#packaging_negative#price_positive#product_quality_positive
48434980291610,"সেলার ভাইকে ধন্যবাদ খুব তাড়াতাড়ি প্রোডাক্টটি পেয়েছি। 
কোয়ালি অনেক ভালো।",সেলার ভাইকে ধন্যবাদ খুব তাড়াতাড়ি প্রোডাক্টটি পেয়েছি কোয়ালি ভালো,Positive,Delivery;Product Quality,,delivery_positive;product_quality_positive,delivery_positive#product_quality_positive
51128576291610,"দুই দিনের মধ্যে হাতে পেয়েছি, সাউন্ড ভালো, এখন ব্যবহার করে দেখি কত ঘন্টা চার্জ থাকে,,,দারাজ ও সেলার ভাই কে ধন্যবাদ।",দুই দিনের মধ্যে হাতে পেয়েছি সাউন্ড ভালো ব্যবহার দেখি কত ঘন্টা চার্জ দারাজ ও সেলার ভাই ধন্যবাদ,Positive,Delivery;Product Quality,,delivery_positive;product_quality_positive,delivery_positive#product_quality_positive
50202739591610,বন্ধুরে বলছিলাম অনলাইনে এসব নিস না তবুও নিলো  যাইহোক জিনিসটা খুব একটা ভালো না সবাই যেমন বলছে এরকম কিছু না দাম অনুযায়ী অন্য মডেল ভালো হতো ডিসপ্লে ওয়ালা দেখেছিলাম একটা 😐,বন্ধুরে বলছিলাম অনলাইনে এসব নিস নিলো যাইহোক জিনিসটা খুব একটা ভালো সবাই বলছে এরকম দাম অনুযায়ী মডেল ভালো হতো ডিসপ্লে ওয়ালা দেখেছিলাম একটা,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
54708102091610,প্রোডাক্টটি আসলে অনেক ভালো এক কথায় অসাধারণ এটাকে ১০/১০ দেয়া যায় কারণ এটা কোয়ালিটি যেরকম সাউন্ড কোয়ালিটি সেরকম কোন সাউন্ড নিয়ে কোন অভিযোগ নাই উপরে পিকচার দেওয়া আছে সাউন্ড অনেক কমে মনে হচ্ছে আমি ফুল দেখতে চাই এরকম মনে হয় চাইলে আপনার নিতে পারেন খুব দ্রুত সময় হাতে পেয়েছি এটার প্রশংসা যতই করব তার কম হবে না ব্যবহার করে বলছি তবে এটার বক্সের ব্যাটারি ব্যাকআপ টা একটু বেশি হলে ভালো হতো গেমিং ও বেস্ট সাউন্ড আসে সব ধরনের গান প্লে করে দেখেছি ভালো পারফরম্যান্স করতে,প্রোডাক্টটি আসলে ভালো এক কথায় অসাধারণ এটাকে ১০ ১০ দেয়া যায় এটা কোয়ালিটি যেরকম সাউন্ড কোয়ালিটি সেরকম সাউন্ড নিয়ে অভিযোগ নাই উপরে পিকচার দেওয়া সাউন্ড কমে মনে আমি ফুল দেখতে চাই এরকম মনে হয় চাইলে আপনার নিতে পারেন খুব দ্রুত সময় হাতে পেয়েছি এটার প্রশংসা যতই করব ব্যবহার বলছি এটার বক্সের ব্যাটারি ব্যাকআপ টা ভালো হতো গেমিং ও বেস্ট সাউন্ড আসে ধরনের গান প্লে দেখেছি ভালো পারফরম্যান্স করতে,Positive,Delivery;Product Quality,,delivery_positive;product_quality_positive,delivery_positive#product_quality_positive
53120491491610,আমি আজকে প্রায় চারদিন ব্যবহার করে রিভিউ দিচ্ছি আলহামদুলিল্লাহ প্রোডাক্টটা ভালো। কিন্তু ডেলিভারি হতে অনেক সময় লেগেছে। প্রায় ৭দিনের মতো সময় লেগেছে।আর আগের দারাজ এর ডেলিভারি হতো মাত্র দুই-তিন দিনে আর এখন অনেক সময় লাগে। প্রোডাক্টের প্যাকেজিং খুবই ভালো এবং প্রিমিয়াম ফিল দেয়। কিন্তু ভিতরে শুধুমাত্র একটা চার্জার ক্যাব দিয়েছে আমি ভেবেছিলাম এই এয়ার বার্ডস এর রাবারের বার্ডস গুলো এক্সটা সাথে দেওয়া হয়নি। ভেবেছিলাম সাথে এক্সট্রা দিবে কারণ এই প্রাইজে অন্যান্য এয়ার বার্ডস  দিয়ে থাকে। তাই বলবো এক্সট্রা কিছু দিলে ভালো হয়। কারণ রাবারের এগুলো দীর্ঘস্থায়ী নয় নষ্ট হয়ে যাওয়ার সম্ভাবনা রয়েছে। ও এর ব্যাটারি পারফরম্যান্স খুবই ভালো আমি মাত্র তিনবার চার্জ দিয়েছি। ধন্যবাদ,আমি আজকে প্রায় চারদিন ব্যবহার রিভিউ দিচ্ছি আলহামদুলিল্লাহ প্রোডাক্টটা ভালো ডেলিভারি সময় লেগেছে প্রায় ৭দিনের সময় লেগেছে আগের দারাজ এর ডেলিভারি হতো দুই তিন দিনে সময় লাগে প্রোডাক্টের প্যাকেজিং খুবই ভালো প্রিমিয়াম ফিল দেয় ভিতরে শুধুমাত্র একটা চার্জার ক্যাব দিয়েছে আমি ভেবেছিলাম এয়ার বার্ডস এর রাবারের বার্ডস গুলো এক্সটা দেওয়া হয়নি ভেবেছিলাম এক্সট্রা দিবে প্রাইজে অন্যান্য এয়ার বার্ডস দিয়ে তাই বলবো এক্সট্রা দিলে ভালো হয় রাবারের এগুলো দীর্ঘস্থায়ী নয় নষ্ট হয়ে যাওয়ার সম্ভাবনা রয়েছে ও এর ব্যাটারি পারফরম্যান্স খুবই ভালো আমি তিনবার চার্জ দিয়েছি ধন্যবাদ,Positive,Delivery;Packaging;Product Quality,Delivery,delivery_negative;packaging_positive;product_quality_positive,delivery_negative#packaging_positive#product_quality_positive
53676098191610,"জাস্ট অসাধারণ. সাউন্ড এর কোয়ালিটি অনেক অনেক ভালো,
এতো কম টাকায় এত সুন্দর একটা হেডফোন পাবো কখনও ভাবতে পারি নাই,।ধন্যবাদ দরাজ কে।",জাস্ট অসাধারণ সাউন্ড এর কোয়ালিটি ভালো এতো টাকায় এত সুন্দর একটা হেডফোন পাবো ভাবতে পারি নাই ধন্যবাদ দরাজ,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
50781698191610,"আলহামদুলিল্লাহ ;
 প্রোডাক্টটি রিসিভ করে তিন দিন ব্যবহার করে রিভিউ দিলাম। দাম অনুযায়ী ভালই ছিল। প্রোডাক্টটি ভালোভাবেই চলছিল।সাউন্ড কোয়ালিটি ঠিক ছিল  কোন প্রকার সমস্যা দেখা দেয়নি, আপনারা চাইলে নিতে পারেন

ধন্যবাদ দারাজ এবং সেলারকে",আলহামদুলিল্লাহ প্রোডাক্টটি রিসিভ তিন দিন ব্যবহার রিভিউ দিলাম দাম অনুযায়ী ভালই প্রোডাক্টটি ভালোভাবেই চলছিল সাউন্ড কোয়ালিটি ঠিক প্রকার সমস্যা দেখা দেয়নি আপনারা চাইলে নিতে পারেন ধন্যবাদ দারাজ সেলারকে,Positive,Price;Product Quality,,price_positive;product_quality_positive,price_positive#product_quality_positive
52592571091610,"আলহামদুলিল্লাহ অর্ডারের এক সপ্তা একদিন পরে পেলাম।
কম দামে অনেক ভালো প্রোডাক্ট..... যারা নিতে চাচ্ছেন চোখ বুজে কিনতে পারেন 🙂 দা অনুযায়ী সাউন্ড লাউড এন্ড ক্লিন ।
আর রিবুটা জুতার উপর দিচ্ছি কারণ কি ডেলিভারি ম্যানকে জুতা মারা উচিত ছিল 🤣🥲🐶",আলহামদুলিল্লাহ অর্ডারের এক সপ্তা একদিন পেলাম দামে ভালো প্রোডাক্ট যারা নিতে চাচ্ছেন চোখ বুজে কিনতে পারেন দা অনুযায়ী সাউন্ড লাউড এন্ড ক্লিন রিবুটা জুতার উপর দিচ্ছি ডেলিভারি ম্যানকে জুতা মারা উচিত,Positive,Delivery;Price;Product Quality,Delivery,delivery_negative;price_positive;product_quality_positive,delivery_negative#price_positive#product_quality_positive
50009059791610,"ভালোই মনে হচ্ছে, কিন্তু অন হচ্ছে না ‌ চার্জে লাগিয়েছি এখন দেখা যাক। প্যাকেজিং অতএকটা ভালো ছিল না।
কম দামে ভালোই জিনিস। 
এখন দেখা যাক কতদিন চলে।",ভালোই মনে অন চার্জে লাগিয়েছি দেখা যাক প্যাকেজিং অতএকটা ভালো দামে ভালোই জিনিস দেখা যাক কতদিন চলে,Positive,Packaging;Price;Product Quality,,packaging_neutral;price_positive;product_quality_positive,packaging_neutral#price_positive#product_quality_positive
52969142491610,"দাম অনুযায়ী খারাপ না ভালোই , কিন্তু মতে হচ্ছে। সাউন্ড কোয়ালিটি ও ভালো কিন্তু আর একটু বেশি সাউন্ড থাকা উচিত ছিল যেমনই,তার পর ও বলবো যে এই দমে ব্লুটুথ হেডফোন পাওয়া গেছে এইটাই ভালো।
তাও আবার চার্জার পয়েন্ট টাইপ-ছি কেবল দিয়ে।

ধন্যবাদ ভাই আপনাকে অসংখ্য,,আর ঈদের শুভেচ্ছা রইল।।।

২ দিন এর ভিতর ডেলিভারি দেওয়া জন্য দারাজকে ও ধন্যবাদ 😻😻😻😻",দাম অনুযায়ী খারাপ ভালোই মতে সাউন্ড কোয়ালিটি ও ভালো সাউন্ড থাকা উচিত যেমনই ও বলবো যে দমে ব্লুটুথ হেডফোন পাওয়া এইটাই ভালো তাও চার্জার পয়েন্ট টাইপ ছি কেবল দিয়ে ধন্যবাদ ভাই আপনাকে অসংখ্য ঈদের শুভেচ্ছা রইল ২ দিন এর ভিতর ডেলিভারি দেওয়া দারাজকে ও ধন্যবাদ,Positive,Delivery;Price;Product Quality,,delivery_positive;price_positive;product_quality_positive,delivery_positive#price_positive#product_quality_positive
54355202291610,"প্যাকেটের অবস্থা খারাপ ছিলো। 

সাউন্ড কোয়ালিটি ভালোই আছে। 

মাত্র হাতে পেলাম চার্জ কেমন থাকে সেটা কিছুক্ষণ চালানোর পরেই বুঝতে পারবো",প্যাকেটের অবস্থা খারাপ ছিলো সাউন্ড কোয়ালিটি ভালোই হাতে পেলাম চার্জ কেমন সেটা কিছুক্ষণ চালানোর পরেই বুঝতে পারবো,Negative,Packaging,Packaging,packaging_negative,packaging_negative
51010949191610,"প্রোডাক্টটি সত্যিই অমায়িক.... পুরাই এক এর ক..... আপনারা চাইলে নিতে পারেন 

ধন্যবাদ ডেলিভারি ম্যান ও সেলারকে....",প্রোডাক্টটি সত্যিই অমায়িক পুরাই এক এর ক আপনারা চাইলে নিতে পারেন ধন্যবাদ ডেলিভারি ম্যান ও সেলারকে,Positive,Product Quality,,product_quality_positive,product_quality_positive
50680739091610,"এক কথায় অসাধারণ , সাউন্ড কোয়ালিটি খুব ভালো ।

শুধু একটা অভিযোগ আছে সেটা হলো আপনারা ডেলিভারি চার্জ রাখেন ৬০ বা ৭০ টাকা ভালো কথা সেটার পর ক্যাশ অন ডেলিভারিতে দশ টাকার এক্সট্রা কেন নেন???? তো দেখা যায় কোন কিছু কিনতে গেলে সেটার দাম যদি ১০০ বা ২০০ বা ৩০০ টাকা হয় ডেলিভারি চার্জই আসে ৬০ বা ৬৫ টাকা এরপর আবার ক্যাশ অন ডেলিভারিতে আরো দশ টাকা এক্সট্রা । এটা খুবই কষ্ট লাগে । এই অতিরিক্ত ডেলিভারি চার্জ এবং ডেলিভারিতে দশ টাকা এক্সট্রা হওয়ার কারণে আমি অর্ডার দিতে পারি না । ২০২২-২০২৩ এর দিকে ডেলিভারি চার্জ কম ছিল তখন আমি প্রচুর পরিমাণে অর্ডার করতাম । আপনাদের প্রত্যেকটা সেলার কেই বলছি দয়া করে একটু ডেলিভারি চার্জ টা কমান, প্লিজ 😢",এক কথায় অসাধারণ সাউন্ড কোয়ালিটি খুব ভালো শুধু একটা অভিযোগ সেটা হলো আপনারা ডেলিভারি চার্জ রাখেন ৬০ ৭০ টাকা ভালো কথা সেটার ক্যাশ অন ডেলিভারিতে দশ টাকার এক্সট্রা নেন তো দেখা যায় কিনতে সেটার দাম যদি ১০০ ২০০ ৩০০ টাকা হয় ডেলিভারি চার্জই আসে ৬০ ৬৫ টাকা এরপর ক্যাশ অন ডেলিভারিতে আরো দশ টাকা এক্সট্রা এটা খুবই কষ্ট লাগে অতিরিক্ত ডেলিভারি চার্জ ডেলিভারিতে দশ টাকা এক্সট্রা হওয়ার কারণে আমি অর্ডার দিতে পারি ২০২২ ২০২৩ এর দিকে ডেলিভারি চার্জ আমি প্রচুর পরিমাণে অর্ডার করতাম আপনাদের প্রত্যেকটা সেলার কেই বলছি দয়া ডেলিভারি চার্জ টা কমান প্লিজ,Positive,Product Quality,,product_quality_positive,product_quality_positive
53995629491610,"অনেক দিন চালিয়ে রিভিউ দিলাম, 
খুবই বাজে প্রোডাক্ট। অটোমেটিক অন অফ হয়, ফিঙ্গারপ্রিন্ট অটোমেটিক কাজ করে। আর মনে হয় ভিতরে কোন ব্যাটারি নেই একেবারে হালকা। 🤬🤬",দিন চালিয়ে রিভিউ দিলাম খুবই বাজে প্রোডাক্ট অটোমেটিক অন অফ হয় ফিঙ্গারপ্রিন্ট অটোমেটিক কাজ মনে হয় ভিতরে ব্যাটারি নেই একেবারে হালকা,Negative,Product Quality,Product Quality,product_quality_negative,product_quality_negative
50208880291610,"প্রাইসের তুলনায় অনেক ভালো একটি প্রোডাক্ট।
চার্জ ও অনেক সময় থাকে এবং সাউন্ড কোয়ালিটি অন্তত সুন্দর 
জিনিস টাও দামি দামি মনে হয়। কানে লাগালে স্মার্ট স্মার্ট ফিল হয়।
ধন্যবাদ সেলার ভাইকে পন্য টি দ্বিতীয় দিনেও আমার কাছে ভালো ভাবে পৌছে দেওয়ার জন্য।।",প্রাইসের তুলনায় ভালো প্রোডাক্ট চার্জ ও সময় সাউন্ড কোয়ালিটি অন্তত সুন্দর জিনিস টাও দামি দামি মনে হয় কানে লাগালে স্মার্ট স্মার্ট ফিল হয় ধন্যবাদ সেলার ভাইকে পন্য টি দ্বিতীয় দিনেও কাছে ভালো ভাবে পৌছে দেওয়ার,Positive,Delivery;Price;Product Quality,,delivery_positive;price_positive;product_quality_positive,delivery_positive#price_positive#product_quality_positive
51204311891610,"অল্প সময়ের মধ্যে ডেলিভারি দিয়েছেন এই জন্য অসংখ্য ধন্যবাদ। ডেলিভারি ম্যান রিপন ভাই অতন্ত ভদ্র মানুষ। রিপন ভাই  কে অনেকক্ষণ অপেক্ষায় রাখার পর পন্য সংগ্রহ করছি কিন্তু রিপন ভাই একটু বিরক্ত বোধ করেন নি। এই জন্য আবার ধন্যবাদ 
সবশেষে প্রোডাক্ট টি দাম হিসাবে ঠিক আছে। আপনারা সবাই প্রোডাক্ট টি নিতে পারেন।",অল্প সময়ের মধ্যে ডেলিভারি দিয়েছেন অসংখ্য ধন্যবাদ ডেলিভারি ম্যান রিপন ভাই অতন্ত ভদ্র মানুষ রিপন ভাই অনেকক্ষণ অপেক্ষায় রাখার পন্য সংগ্রহ করছি রিপন ভাই বিরক্ত বোধ করেন নি ধন্যবাদ সবশেষে প্রোডাক্ট টি দাম হিসাবে ঠিক আপনারা সবাই প্রোডাক্ট টি নিতে পারেন,Positive,Delivery;Price;Product Quality,,delivery_positive;price_positive;product_quality_positive,delivery_positive#price_positive#product_quality_positive
49645705591610,"প্রোডাক্ট টা খুবই ভালো। ৩৩২ টাকায় সাউন্ড কোয়ালিটি এবং চার্জ খুবই ভালো।
আমি এক সপ্তাহ যাবত রাফ ইউজ করতেছি, চার্জ নিতে খুব কম সময় লাগে। এয়ারপড এ ২-২:৩০ ঘন্টা চলে যায় ৬০% সাউন্ডে।  
আর কেস এ দুইবার চার্জ দেয়া যায়।  
প্রোডাক্ট খুবই ভালো নিতে পারেন।",প্রোডাক্ট টা খুবই ভালো ৩৩২ টাকায় সাউন্ড কোয়ালিটি চার্জ খুবই ভালো আমি এক সপ্তাহ যাবত রাফ ইউজ করতেছি চার্জ নিতে খুব সময় লাগে এয়ারপড এ ২ ২ ৩০ ঘন্টা চলে যায় ৬০ সাউন্ডে কেস এ দুইবার চার্জ দেয়া যায় প্রোডাক্ট খুবই ভালো নিতে পারেন,Positive,Product Quality,,product_quality_positive,product_quality_positive
